Category,Subcategory,Calculator,Suggested Slug,US_Focus
General Budgeting & Everyday Math,Misc / Everyday,Budget Per Capita Calculator,budget-per-capita,False
General Budgeting & Everyday Math,Misc / Everyday,Budget Percent Calculator,budget-percent,False
General Budgeting & Everyday Math,Misc / Everyday,Budget Variance Calculator,budget-variance,False
General Budgeting & Everyday Math,Misc / Everyday,Buffet Food Cost Calculator,buffet-food-cost,False
General Budgeting & Everyday Math,Misc / Everyday,Build Rate Calculator,build-rate,False
General Budgeting & Everyday Math,Misc / Everyday,Build To Suit Lease Calculator,build-to-suit-lease,False
General Budgeting & Everyday Math,Misc / Everyday,Builders Risk Insurance Cost Calculator,builders-risk-insurance-cost,False
General Budgeting & Everyday Math,Misc / Everyday,Burden Rate Calculator,burden-rate,False
General Budgeting & Everyday Math,Misc / Everyday,Burn Rate Calculator,burn-rate,False
General Budgeting & Everyday Math,Misc / Everyday,Business Buyout Calculator,business-buyout,False
General Budgeting & Everyday Math,Misc / Everyday,Business Growth Percentage Calculator,business-growth-percentage,False
General Budgeting & Everyday Math,Misc / Everyday,Business Interruption Calculator,business-interruption,False
General Budgeting & Everyday Math,Misc / Everyday,Business Profitability Calculator,business-profitability,False
General Budgeting & Everyday Math,Misc / Everyday,Butterfly Spread Profit Calculator,butterfly-spread-profit,False
General Budgeting & Everyday Math,Misc / Everyday,Buyee Calculator,buyee,False
General Budgeting & Everyday Math,Misc / Everyday,Buying Power Calculator,buying-power,False
General Budgeting & Everyday Math,Misc / Everyday,Buyout Price Calculator,buyout-price,False
General Budgeting & Everyday Math,Misc / Everyday,CDI (Category Development Index) Calculator,cdi-category-development-index,False
General Budgeting & Everyday Math,Misc / Everyday,Call Put Premium Calculator,call-put-premium,False
General Budgeting & Everyday Math,Misc / Everyday,Calls Rate Calculator,calls-rate,False
General Budgeting & Everyday Math,Misc / Everyday,Calorie Cost Calculator,calorie-cost,False
General Budgeting & Everyday Math,Misc / Everyday,Cancellation Rate Calculator,cancellation-rate,False
General Budgeting & Everyday Math,Misc / Everyday,Capital Charge Factor Calculator,capital-charge-factor,False
General Budgeting & Everyday Math,Misc / Everyday,Capital Gains Yield Calculator + Formula,capital-gains-yield-formula,False
General Budgeting & Everyday Math,Misc / Everyday,Capitalization of Earnings Method Calculator,capitalization-of-earnings-method,False
General Budgeting & Everyday Math,Misc / Everyday,Carat Cost Calculator,carat-cost,False
General Budgeting & Everyday Math,Misc / Everyday,Card Fee Calculator,card-fee,False
General Budgeting & Everyday Math,Misc / Everyday,Card Points Calculator,card-points,False
General Budgeting & Everyday Math,Misc / Everyday,Career Income Calculator,career-income,False
General Budgeting & Everyday Math,Misc / Everyday,Carpool Savings Calculator,carpool-savings,False
General Budgeting & Everyday Math,Misc / Everyday,Carrying Cost Calculator,carrying-cost,False
General Budgeting & Everyday Math,Misc / Everyday,Case Cost Calculator,case-cost,False
General Budgeting & Everyday Math,Misc / Everyday,Cash Back Calculator,cash-back,False
General Budgeting & Everyday Math,Misc / Everyday,Cash Balance Calculator,cash-balance,False
General Budgeting & Everyday Math,Misc / Everyday,Cash Disbursement Calculator,cash-disbursement,False
General Budgeting & Everyday Math,Misc / Everyday,Cash Flow From Assets Calculator,cash-flow-from-assets,False
General Budgeting & Everyday Math,Misc / Everyday,Cash Flow Index Calculator,cash-flow-index,False
General Budgeting & Everyday Math,Misc / Everyday,Cash Flow to Creditors Calculator,cash-flow-to-creditors,False
General Budgeting & Everyday Math,Misc / Everyday,Cash Flow to Stockholders Calculator,cash-flow-to-stockholders,False
General Budgeting & Everyday Math,Misc / Everyday,Cash For Gold Calculator,cash-for-gold,False
General Budgeting & Everyday Math,Misc / Everyday,Cash Out Calculator,cash-out,False
General Budgeting & Everyday Math,Misc / Everyday,Cash Percentage Calculator,cash-percentage,False
General Budgeting & Everyday Math,Misc / Everyday,Cash Reserve Calculator,cash-reserve,False
General Budgeting & Everyday Math,Misc / Everyday,Cash Runway Calculator,cash-runway,False
General Budgeting & Everyday Math,Misc / Everyday,Casual Rate Calculator,casual-rate,False
General Budgeting & Everyday Math,Misc / Everyday,Catch Per Unit Effort Calculator,catch-per-unit-effort,False
General Budgeting & Everyday Math,Misc / Everyday,Cement Pad Cost Calculator,cement-pad-cost,False
General Budgeting & Everyday Math,Misc / Everyday,Cement Price Calculator,cement-price,False
General Budgeting & Everyday Math,Misc / Everyday,Cents Per Minute Calculator,cents-per-minute,False
General Budgeting & Everyday Math,Misc / Everyday,Certainty Equivalent Coefficient Calculator,certainty-equivalent-coefficient,False
General Budgeting & Everyday Math,Misc / Everyday,Certificate of Deposit Calculator,certificate-of-deposit,False
General Budgeting & Everyday Math,Misc / Everyday,Channel Letter Price Calculator,channel-letter-price,False
General Budgeting & Everyday Math,Misc / Everyday,Charge Lag Days Calculator,charge-lag-days,False
General Budgeting & Everyday Math,Misc / Everyday,Charge Out Rate Calculator,charge-out-rate,False
General Budgeting & Everyday Math,Misc / Everyday,Chargeable Event Gain Calculator,chargeable-event-gain,False
General Budgeting & Everyday Math,Misc / Everyday,Chargeable Weight Calculator,chargeable-weight,False
General Budgeting & Everyday Math,Misc / Everyday,Check Cashing Fee Calculator,check-cashing-fee,False
General Budgeting & Everyday Math,Misc / Everyday,Chia Profit Calculator,chia-profit,False
General Budgeting & Everyday Math,Misc / Everyday,Chicken Cost Calculator,chicken-cost,False
General Budgeting & Everyday Math,Misc / Everyday,Chip Distribution Calculator,chip-distribution,False
General Budgeting & Everyday Math,Misc / Everyday,Chipotle Points Calculator,chipotle-points,False
General Budgeting & Everyday Math,Misc / Everyday,Chrome Plating Cost Calculator,chrome-plating-cost,False
General Budgeting & Everyday Math,Misc / Everyday,Classroom Occupancy Calculator,classroom-occupancy,False
General Budgeting & Everyday Math,Misc / Everyday,Clearance Percentage Calculator,clearance-percentage,False
General Budgeting & Everyday Math,Misc / Everyday,Clothing Profit Margin Calculator,clothing-profit-margin,False
General Budgeting & Everyday Math,Misc / Everyday,Coal Cost Calculator,coal-cost,False
General Budgeting & Everyday Math,Misc / Everyday,Coefficient Of Elasticity Calculator,coefficient-of-elasticity,False
General Budgeting & Everyday Math,Misc / Everyday,Coefficient Of Utilization Calculator,coefficient-of-utilization,False
General Budgeting & Everyday Math,Misc / Everyday,Coffee Savings Calculator,coffee-savings,False
General Budgeting & Everyday Math,Misc / Everyday,Coins to Dollars Calculator,coins-to-dollars,False
General Budgeting & Everyday Math,Misc / Everyday,Collection Percentage Calculator,collection-percentage,False
General Budgeting & Everyday Math,Misc / Everyday,Commercial Lease Calculator,commercial-lease,False
General Budgeting & Everyday Math,Misc / Everyday,Commission Split Calculator,commission-split,False
General Budgeting & Everyday Math,Misc / Everyday,Commitment Fee Calculator,commitment-fee,False
General Budgeting & Everyday Math,Misc / Everyday,Common Stock Outstanding Calculator,common-stock-outstanding,False
General Budgeting & Everyday Math,Misc / Everyday,Commute Expense Calculator,commute-expense,False
General Budgeting & Everyday Math,Misc / Everyday,Comparable Sales Growth Calculator,comparable-sales-growth,False
General Budgeting & Everyday Math,Misc / Everyday,Competitor Index Calculator,competitor-index,False
General Budgeting & Everyday Math,Misc / Everyday,Composite Premium Calculator,composite-premium,False
General Budgeting & Everyday Math,Misc / Everyday,Compound Amount Factor Calculator,compound-amount-factor,False
General Budgeting & Everyday Math,Misc / Everyday,Compound Appreciation Calculator,compound-appreciation,False
General Budgeting & Everyday Math,Misc / Everyday,Compound Depreciation Calculator,compound-depreciation,False
General Budgeting & Everyday Math,Misc / Everyday,Compound Factor Calculator,compound-factor,False
General Budgeting & Everyday Math,Misc / Everyday,Compound Increase Calculator,compound-increase,False
General Budgeting & Everyday Math,Misc / Everyday,Compound Pay Raise Calculator,compound-pay-raise,False
General Budgeting & Everyday Math,Misc / Everyday,Compound Profit Calculator,compound-profit,False
General Budgeting & Everyday Math,Misc / Everyday,Compound Return Calculator,compound-return,False
General Budgeting & Everyday Math,Misc / Everyday,Compound Semi Annually Calculator,compound-semi-annually,False
General Budgeting & Everyday Math,Misc / Everyday,Compound Weekly Calculator,compound-weekly,False
General Budgeting & Everyday Math,Misc / Everyday,Compound Withdrawal Calculator,compound-withdrawal,False
General Budgeting & Everyday Math,Misc / Everyday,Consignment Percentage Calculator,consignment-percentage,False
General Budgeting & Everyday Math,Misc / Everyday,Consolidated Net Income Calculator,consolidated-net-income,False
General Budgeting & Everyday Math,Misc / Everyday,Consolidation Of Shares Calculator,consolidation-of-shares,False
General Budgeting & Everyday Math,Misc / Everyday,Constant Growth Rate Calculator,constant-growth-rate,False
General Budgeting & Everyday Math,Misc / Everyday,Constant Yield Calculator,constant-yield,False
General Budgeting & Everyday Math,Misc / Everyday,Constant/Conditional Prepayment Rate (CPR) Calculator,constant-conditional-prepayment-rate-cpr,False
General Budgeting & Everyday Math,Misc / Everyday,Consulting Fees Calculator,consulting-fees,False
General Budgeting & Everyday Math,Misc / Everyday,Consumer Surplus Calculator,consumer-surplus,False
General Budgeting & Everyday Math,Misc / Everyday,Contingency Percentage Calculator,contingency-percentage,False
General Budgeting & Everyday Math,Misc / Everyday,Continuous Depreciation Calculator,continuous-depreciation,False
General Budgeting & Everyday Math,Misc / Everyday,Contract Date Calculator,contract-date,False
General Budgeting & Everyday Math,Misc / Everyday,Contract End Date Calculator,contract-end-date,False
General Budgeting & Everyday Math,Misc / Everyday,Contract Time Calculator,contract-time,False
General Budgeting & Everyday Math,Misc / Everyday,Contractor Income Calculator,contractor-income,False
General Budgeting & Everyday Math,Misc / Everyday,Contribution Per Unit Calculator,contribution-per-unit,False
General Budgeting & Everyday Math,Misc / Everyday,Convenience Store Profit Calculator,convenience-store-profit,False
General Budgeting & Everyday Math,Misc / Everyday,Conversion Cost Calculator,conversion-cost,False
General Budgeting & Everyday Math,Misc / Everyday,Conversion Fee Calculator,conversion-fee,False
General Budgeting & Everyday Math,Misc / Everyday,Conversion Parity Price Calculator,conversion-parity-price,False
General Budgeting & Everyday Math,Misc / Everyday,Cookie Cost Calculator,cookie-cost,False
General Budgeting & Everyday Math,Misc / Everyday,Copper Price Calculator,copper-price,False
General Budgeting & Everyday Math,Misc / Everyday,Cost Basis Per Share Calculator,cost-basis-per-share,False
General Budgeting & Everyday Math,Misc / Everyday,Cost Decrease Calculator,cost-decrease,False
General Budgeting & Everyday Math,Misc / Everyday,Cost Function Calculator,cost-function,False
General Budgeting & Everyday Math,Misc / Everyday,Cost Increase Per Year Calculator,cost-increase-per-year,False
General Budgeting & Everyday Math,Misc / Everyday,Cost Indifference Point Calculator,cost-indifference-point,False
General Budgeting & Everyday Math,Misc / Everyday,Cost Of Daycare Calculator,cost-of-daycare,False
General Budgeting & Everyday Math,Misc / Everyday,Cost Of Doing Nothing Calculator,cost-of-doing-nothing,False
General Budgeting & Everyday Math,Misc / Everyday,Cost Of Gain Calculator,cost-of-gain,False
General Budgeting & Everyday Math,Misc / Everyday,Cost Of Homeownership Calculator,cost-of-homeownership,False
General Budgeting & Everyday Math,Misc / Everyday,Cost Performance Index Calculator,cost-performance-index,False
General Budgeting & Everyday Math,Misc / Everyday,Cost Plus Margin Calculator,cost-plus-margin,False
General Budgeting & Everyday Math,Misc / Everyday,Cost Recovery Deduction Calculator,cost-recovery-deduction,False
General Budgeting & Everyday Math,Misc / Everyday,Cost Recovery Percentage Calculator,cost-recovery-percentage,False
General Budgeting & Everyday Math,Misc / Everyday,Cost Savings Calculator,cost-savings,False
General Budgeting & Everyday Math,Misc / Everyday,Cost Variance Calculator,cost-variance,False
General Budgeting & Everyday Math,Misc / Everyday,Cost of Attendance Calculator,cost-of-attendance,False
General Budgeting & Everyday Math,Misc / Everyday,Cost of Capital Calculator,cost-of-capital,False
General Budgeting & Everyday Math,Misc / Everyday,Cost of Doing Business (CODB) Calculator,cost-of-doing-business-codb,False
General Budgeting & Everyday Math,Misc / Everyday,Cost of Energy Calculator,cost-of-energy,False
General Budgeting & Everyday Math,Misc / Everyday,Cost of Equity Calculator,cost-of-equity,False
General Budgeting & Everyday Math,Misc / Everyday,Cost of Funds Calculator,cost-of-funds,False
